Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist
The Duke,Dave Brubeck,214961,6977626,0.99,Jazz,Miles Ahead,Miles Davis
My Ship,"Ira Gershwin, Kurt Weill",268016,8581144,0.99,Jazz,Miles Ahead,Miles Davis
Miles Ahead,"Miles Davis, Gil Evans",209893,6807707,0.99,Jazz,Miles Ahead,Miles Davis
Blues For Pablo,Gil Evans,318328,10218398,0.99,Jazz,Miles Ahead,Miles Davis
New Rhumba,A. Jamal,276871,8980400,0.99,Jazz,Miles Ahead,Miles Davis
The Meaning Of The Blues,"R. Troup, L. Worth",168594,5395412,0.99,Jazz,Miles Ahead,Miles Davis
Lament,J.J. Johnson,134191,4293394,0.99,Jazz,Miles Ahead,Miles Davis
I Don't Wanna Be Kissed (By Anyone But You),"H. Spina, J. Elliott",191320,6219487,0.99,Jazz,Miles Ahead,Miles Davis
Springsville (Alternate Take),J. Carisi,196388,6382079,0.99,Jazz,Miles Ahead,Miles Davis
Blues For Pablo (Alternate Take),Gil Evans,212558,6900619,0.99,Jazz,Miles Ahead,Miles Davis
The Meaning Of The Blues/Lament (Alternate Take),"J.J. Johnson/R. Troup, L. Worth",309786,9912387,0.99,Jazz,Miles Ahead,Miles Davis
I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),"H. Spina, J. Elliott",192078,6254796,0.99,Jazz,Miles Ahead,Miles Davis
Coração De Estudante,"Wagner Tiso, Milton Nascimento",238550,7797308,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
A Noite Do Meu Bem,Dolores Duran,220081,7125225,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Paisagem Na Janela,"Lô Borges, Fernando Brant",197694,6523547,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Cuitelinho,Folclore,209397,6803970,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Caxangá,"Milton Nascimento, Fernando Brant",245551,8144179,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Nos Bailes Da Vida,"Milton Nascimento, Fernando Brant",275748,9126170,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Menestrel Das Alagoas,"Milton Nascimento, Fernando Brant",199758,6542289,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Brasil,"Milton Nascimento, Fernando Brant",155428,5252560,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Canção Do Novo Mundo,"Beto Guedes, Ronaldo Bastos",215353,7032626,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Um Gosto De Sol,"Milton Nascimento, Ronaldo Bastos",307200,9893875,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Solar,"Milton Nascimento, Fernando Brant",156212,5098288,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Para Lennon E McCartney,"Lô Borges, Márcio Borges, Fernando Brant",321828,10626920,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
"Maria, Maria","Milton Nascimento, Fernando Brant",72463,2371543,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento
Minas,"Milton Nascimento, Caetano Veloso",152293,4921056,0.99,Latin,Minas,Milton Nascimento
"Fé Cega, Faca Amolada","Milton Nascimento, Ronaldo Bastos",278099,9258649,0.99,Latin,Minas,Milton Nascimento
Beijo Partido,Toninho Horta,229564,7506969,0.99,Latin,Minas,Milton Nascimento
Saudade Dos Aviões Da Panair (Conversando No Bar),"Milton Nascimento, Fernando Brant",268721,8805088,0.99,Latin,Minas,Milton Nascimento
Gran Circo,"Milton Nascimento, Márcio Borges",251297,8237026,0.99,Latin,Minas,Milton Nascimento
Ponta de Areia,"Milton Nascimento, Fernando Brant",272796,8874285,0.99,Latin,Minas,Milton Nascimento
Trastevere,"Milton Nascimento, Ronaldo Bastos",265665,8708399,0.99,Latin,Minas,Milton Nascimento
Idolatrada,"Milton Nascimento, Fernando Brant",286249,9426153,0.99,Latin,Minas,Milton Nascimento
Leila (Venha Ser Feliz),Milton Nascimento,209737,6898507,0.99,Latin,Minas,Milton Nascimento
Paula E Bebeto,"Milton Nascimento, Caetano Veloso",135732,4583956,0.99,Latin,Minas,Milton Nascimento
Simples,Nelson Angelo,133093,4326333,0.99,Latin,Minas,Milton Nascimento
Norwegian Wood,"John Lennon, Paul McCartney",413910,13520382,0.99,Latin,Minas,Milton Nascimento
Caso Você Queira Saber,"Beto Guedes, Márcio Borges",205688,6787901,0.99,Latin,Minas,Milton Nascimento
Ace Of Spades,Clarke/Kilmister/Taylor,169926,5523552,0.99,Metal,Ace Of Spades,Motörhead
Love Me Like A Reptile,Clarke/Kilmister/Taylor,203546,6616389,0.99,Metal,Ace Of Spades,Motörhead
Shoot You In The Back,Clarke/Kilmister/Taylor,160026,5175327,0.99,Metal,Ace Of Spades,Motörhead
Live To Win,Clarke/Kilmister/Taylor,217626,7102182,0.99,Metal,Ace Of Spades,Motörhead
Fast And Loose,Clarke/Kilmister/Taylor,203337,6643350,0.99,Metal,Ace Of Spades,Motörhead
(We Are) The Road Crew,Clarke/Kilmister/Taylor,192600,6283035,0.99,Metal,Ace Of Spades,Motörhead
Fire Fire,Clarke/Kilmister/Taylor,164675,5416114,0.99,Metal,Ace Of Spades,Motörhead
Jailbait,Clarke/Kilmister/Taylor,213916,6983609,0.99,Metal,Ace Of Spades,Motörhead
Dance,Clarke/Kilmister/Taylor,158432,5155099,0.99,Metal,Ace Of Spades,Motörhead
Bite The Bullet,Clarke/Kilmister/Taylor,98115,3195536,0.99,Metal,Ace Of Spades,Motörhead
The Chase Is Better Than The Catch,Clarke/Kilmister/Taylor,258403,8393310,0.99,Metal,Ace Of Spades,Motörhead
The Hammer,Clarke/Kilmister/Taylor,168071,5543267,0.99,Metal,Ace Of Spades,Motörhead
Dirty Love,Clarke/Kilmister/Taylor,176457,5805241,0.99,Metal,Ace Of Spades,Motörhead
Please Don't Touch,Heath/Robinson,169926,5557002,0.99,Metal,Ace Of Spades,Motörhead
Emergency,Dufort/Johnson/McAuliffe/Williams,180427,5828728,0.99,Metal,Ace Of Spades,Motörhead
Kir Royal,Mônica Marianno,234788,7706552,0.99,World,Demorou...,Mônica Marianno
O Que Vai Em Meu Coração,Mônica Marianno,255373,8366846,0.99,World,Demorou...,Mônica Marianno
Aos Leões,Mônica Marianno,234684,7790574,0.99,World,Demorou...,Mônica Marianno
Dois Índios,Mônica Marianno,219271,7213072,0.99,World,Demorou...,Mônica Marianno
Noite Negra,Mônica Marianno,206811,6819584,0.99,World,Demorou...,Mônica Marianno
Beijo do Olhar,Mônica Marianno,252682,8369029,0.99,World,Demorou...,Mônica Marianno
É Fogo,Mônica Marianno,194873,6501520,0.99,World,Demorou...,Mônica Marianno
Já Foi,Mônica Marianno,245681,8094872,0.99,World,Demorou...,Mônica Marianno
Só Se For Pelo Cabelo,Mônica Marianno,238288,8006345,0.99,World,Demorou...,Mônica Marianno
No Clima,Mônica Marianno,249495,8362040,0.99,World,Demorou...,Mônica Marianno
A Moça e a Chuva,Mônica Marianno,274625,8929357,0.99,World,Demorou...,Mônica Marianno
Demorou!,Mônica Marianno,39131,1287083,0.99,World,Demorou...,Mônica Marianno
Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266814,8666786,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,269844,8789966,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
"Girls, Girls, Girls",Mick Mars/Nikki Sixx/Tommy Lee,270288,8874814,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Kickstart My Heart,Nikki Sixx,283559,9237736,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Wild Side,Nikki Sixx/Tommy Lee/Vince Neil,276767,9116997,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Glitter,Bryan Adams/Nikki Sixx/Scott Humphrey,340114,11184094,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Dr. Feelgood,Mick Mars/Nikki Sixx,282618,9281875,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Same Ol' Situation,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,254511,8283958,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Home Sweet Home,Nikki Sixx/Tommy Lee/Vince Neil,236904,7697538,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Afraid,Nikki Sixx,248006,8077464,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Don't Go Away Mad (Just Go Away),Mick Mars/Nikki Sixx,279980,9188156,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Without You,Mick Mars/Nikki Sixx,268956,8738371,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Smokin' in The Boys Room,Cub Coda/Michael Lutz,206837,6735408,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Primal Scream,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,286197,9421164,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Too Fast For Love,Nikki Sixx,200829,6580542,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Looks That Kill,Nikki Sixx,240979,7831122,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Shout At The Devil,Nikki Sixx,221962,7281974,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe
Intro,Kurt Cobain,52218,1688527,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
School,Kurt Cobain,160235,5234885,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Drain You,Kurt Cobain,215196,7013175,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Aneurysm,Nirvana,271516,8862545,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Smells Like Teen Spirit,Nirvana,287190,9425215,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Been A Son,Kurt Cobain,127555,4170369,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Lithium,Kurt Cobain,250017,8148800,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Sliver,Kurt Cobain,116218,3784567,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Spank Thru,Kurt Cobain,190354,6186487,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Scentless Apprentice,Nirvana,211200,6898177,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Heart-Shaped Box,Kurt Cobain,281887,9210982,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Milk It,Kurt Cobain,225724,7406945,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Negative Creep,Kurt Cobain,163761,5354854,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Polly,Kurt Cobain,149995,4885331,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Breed,Kurt Cobain,208378,6759080,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Tourette's,Kurt Cobain,115591,3753246,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Blew,Kurt Cobain,216346,7096936,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana
Smells Like Teen Spirit,Kurt Cobain,301296,9823847,0.99,Rock,Nevermind,Nirvana
In Bloom,Kurt Cobain,254928,8327077,0.99,Rock,Nevermind,Nirvana
Come As You Are,Kurt Cobain,219219,7123357,0.99,Rock,Nevermind,Nirvana
Breed,Kurt Cobain,183928,5984812,0.99,Rock,Nevermind,Nirvana
Lithium,Kurt Cobain,256992,8404745,0.99,Rock,Nevermind,Nirvana
Polly,Kurt Cobain,177031,5788407,0.99,Rock,Nevermind,Nirvana
Territorial Pissings,Kurt Cobain,143281,4613880,0.99,Rock,Nevermind,Nirvana
Drain You,Kurt Cobain,223973,7273440,0.99,Rock,Nevermind,Nirvana
Lounge Act,Kurt Cobain,156786,5093635,0.99,Rock,Nevermind,Nirvana
Stay Away,Kurt Cobain,212636,6956404,0.99,Rock,Nevermind,Nirvana
On A Plain,Kurt Cobain,196440,6390635,0.99,Rock,Nevermind,Nirvana
Something In The Way,Kurt Cobain,230556,7472168,0.99,Rock,Nevermind,Nirvana
Time,,96888,3124455,0.99,Rock,Compositores,O Terço
P.S.Apareça,,209188,6842244,0.99,Rock,Compositores,O Terço
Sangue Latino,,223033,7354184,0.99,Rock,Compositores,O Terço
Folhas Secas,,161253,5284522,0.99,Rock,Compositores,O Terço
Poeira,,267075,8784141,0.99,Rock,Compositores,O Terço
Mágica,,233743,7627348,0.99,Rock,Compositores,O Terço
Quem Mata A Mulher Mata O Melhor,,262791,8640121,0.99,Rock,Compositores,O Terço
Mundaréu,,217521,7158975,0.99,Rock,Compositores,O Terço
O Braço Da Minha Guitarra,,258351,8469531,0.99,Rock,Compositores,O Terço
Deus,,284160,9188110,0.99,Rock,Compositores,O Terço
Mãe Terra,,306625,9949269,0.99,Rock,Compositores,O Terço
Às Vezes,,330292,10706614,0.99,Rock,Compositores,O Terço
Menino De Rua,,329795,10784595,0.99,Rock,Compositores,O Terço
Prazer E Fé,,214831,7031383,0.99,Rock,Compositores,O Terço
Elza,,199105,6517629,0.99,Rock,Compositores,O Terço
Requebra,,240744,8010811,0.99,Latin,Olodum,Olodum
Nossa Gente (Avisa Là),,188212,6233201,0.99,Latin,Olodum,Olodum
Olodum - Alegria Geral,,233404,7754245,0.99,Latin,Olodum,Olodum
Madagáscar Olodum,,252264,8270584,0.99,Latin,Olodum,Olodum
Faraó Divindade Do Egito,,228571,7523278,0.99,Latin,Olodum,Olodum
Todo Amor (Asas Da Liberdade),,245133,8121434,0.99,Latin,Olodum,Olodum
Denúncia,,159555,5327433,0.99,Latin,Olodum,Olodum
"Olodum, A Banda Do Pelô",,146599,4900121,0.99,Latin,Olodum,Olodum
Cartao Postal,,211565,7082301,0.99,Latin,Olodum,Olodum
Jeito Faceiro,,217286,7233608,0.99,Latin,Olodum,Olodum
Revolta Olodum,,230191,7557065,0.99,Latin,Olodum,Olodum
Reggae Odoyá,,224470,7499807,0.99,Latin,Olodum,Olodum
Protesto Do Olodum (Ao Vivo),,206001,6766104,0.99,Latin,Olodum,Olodum
Olodum - Smile (Instrumental),,235833,7871409,0.99,Latin,Olodum,Olodum
Vulcão Dub - Fui Eu,Bi Ribeira/Herbert Vianna/João Barone,287059,9495202,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
O Trem Da Juventude,Herbert Vianna,225880,7507655,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Manguetown,Chico Science/Dengue/Lúcio Maia,162925,5382018,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
"Um Amor, Um Lugar",Herbert Vianna,184555,6090334,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Bora-Bora,Herbert Vianna,182987,6036046,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Vai Valer,Herbert Vianna,206524,6899778,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
I Feel Good (I Got You) - Sossego,James Brown/Tim Maia,244976,8091302,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Uns Dias,Herbert Vianna,240796,7931552,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Sincero Breu,C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva,208013,6921669,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Meu Erro,Herbert Vianna,188577,6192791,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Selvagem,Bi Ribeiro/Herbert Vianna/João Barone,148558,4942831,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Brasília 5:31,Herbert Vianna,178337,5857116,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Tendo A Lua,Herbert Vianna/Tet Tillett,198922,6568180,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Que País É Este,Renato Russo,216685,7137865,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Navegar Impreciso,Herbert Vianna,262870,8761283,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Feira Moderna,Beto Guedes/Fernando Brant/L Borges,182517,6001793,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Tequila - Lourinha Bombril (Parate Y Mira),Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna,255738,8514961,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Vamo Batê Lata,Herbert Vianna,228754,7585707,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Life During Wartime,Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth,259186,8543439,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Nebulosa Do Amor,Herbert Vianna,203415,6732496,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Caleidoscópio,Herbert Vianna,256522,8484597,0.99,Latin,Acústico MTV,Os Paralamas Do Sucesso
Trac Trac,Fito Paez/Herbert Vianna,231653,7638256,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Tendo A Lua,Herbert Vianna/Tetê Tillet,219585,7342776,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Mensagen De Amor (2000),Herbert Vianna,183588,6061324,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Lourinha Bombril,Bahiano/Diego Blanco/Herbert Vianna,159895,5301882,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
La Bella Luna,Herbert Vianna,192653,6428598,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Busca Vida,Herbert Vianna,176431,5798663,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Uma Brasileira,Carlinhos Brown/Herbert Vianna,217573,7280574,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Luis Inacio (300 Picaretas),Herbert Vianna,198191,6576790,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Saber Amar,Herbert Vianna,202788,6723733,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Ela Disse Adeus,Herbert Vianna,226298,7608999,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
O Amor Nao Sabe Esperar,Herbert Vianna,241084,8042534,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Aonde Quer Que Eu Va,Herbert Vianna/Paulo Sérgio Valle,258089,8470121,0.99,Latin,Arquivo II,Os Paralamas Do Sucesso
Caleidoscópio,,211330,7000017,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Óculos,,219271,7262419,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Cinema Mudo,,227918,7612168,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Alagados,,302393,10255463,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Lanterna Dos Afogados,,190197,6264318,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Melô Do Marinheiro,,208352,6905668,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Vital E Sua Moto,,210207,6902878,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
O Beco,,189178,6293184,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Meu Erro,,208431,6893533,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Perplexo,,161175,5355013,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Me Liga,,229590,7565912,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Quase Um Segundo,,275644,8971355,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Selvagem,,245890,8141084,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Romance Ideal,,250070,8260477,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Será Que Vai Chover?,,337057,11133830,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
SKA,,148871,4943540,0.99,Latin,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso
Bark at the Moon,O. Osbourne,257252,4601224,0.99,Rock,Bark at the Moon (Remastered),Ozzy Osbourne
I Don't Know,"B. Daisley, O. Osbourne & R. Rhoads",312980,5525339,0.99,Rock,Blizzard of Ozz,Ozzy Osbourne
Crazy Train,"B. Daisley, O. Osbourne & R. Rhoads",295960,5255083,0.99,Rock,Blizzard of Ozz,Ozzy Osbourne
Flying High Again,"L. Kerslake, O. Osbourne, R. Daisley & R. Rhoads",290851,5179599,0.99,Rock,Diary of a Madman (Remastered),Ozzy Osbourne
"Mama, I'm Coming Home","L. Kilmister, O. Osbourne & Z. Wylde",251586,4302390,0.99,Rock,No More Tears (Remastered),Ozzy Osbourne
No More Tears,"J. Purdell, M. Inez, O. Osbourne, R. Castillo & Z. Wylde",444358,7362964,0.99,Rock,No More Tears (Remastered),Ozzy Osbourne
I Don't Know,"O. Osbourne, R. Daisley, R. Rhoads",283088,9207869,0.99,Metal,Tribute,Ozzy Osbourne
Crazy Train,"O. Osbourne, R. Daisley, R. Rhoads",322716,10517408,0.99,Metal,Tribute,Ozzy Osbourne
Believer,"O. Osbourne, R. Daisley, R. Rhoads",308897,10003794,0.99,Metal,Tribute,Ozzy Osbourne
Mr. Crowley,"O. Osbourne, R. Daisley, R. Rhoads",344241,11184130,0.99,Metal,Tribute,Ozzy Osbourne
Flying High Again,"O. Osbourne, R. Daisley, R. Rhoads, L. Kerslake",261224,8481822,0.99,Metal,Tribute,Ozzy Osbourne
Relvelation (Mother Earth),"O. Osbourne, R. Daisley, R. Rhoads",349440,11367866,0.99,Metal,Tribute,Ozzy Osbourne
Steal Away (The Night),"O. Osbourne, R. Daisley, R. Rhoads",485720,15945806,0.99,Metal,Tribute,Ozzy Osbourne
Suicide Solution (With Guitar Solo),"O. Osbourne, R. Daisley, R. Rhoads",467069,15119938,0.99,Metal,Tribute,Ozzy Osbourne
Iron Man,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",172120,5609799,0.99,Metal,Tribute,Ozzy Osbourne
Children Of The Grave,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",357067,11626740,0.99,Metal,Tribute,Ozzy Osbourne
Paranoid,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",176352,5729813,0.99,Metal,Tribute,Ozzy Osbourne
Goodbye To Romance,"O. Osbourne, R. Daisley, R. Rhoads",334393,10841337,0.99,Metal,Tribute,Ozzy Osbourne
No Bone Movies,"O. Osbourne, R. Daisley, R. Rhoads",249208,8095199,0.99,Metal,Tribute,Ozzy Osbourne
Dee,R. Rhoads,261302,8555963,0.99,Metal,Tribute,Ozzy Osbourne
Shining In The Light,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",240796,7951688,0.99,Rock,Walking Into Clarksdale,Page & Plant
When The World Was Young,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",373394,12198930,0.99,Rock,Walking Into Clarksdale,Page & Plant
Upon A Golden Horse,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",232359,7594829,0.99,Rock,Walking Into Clarksdale,Page & Plant
Blue Train,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",405028,13170391,0.99,Rock,Walking Into Clarksdale,Page & Plant
Please Read The Letter,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",262112,8603372,0.99,Rock,Walking Into Clarksdale,Page & Plant
Most High,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",336535,10999203,0.99,Rock,Walking Into Clarksdale,Page & Plant
Heart In Your Hand,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",230896,7598019,0.99,Rock,Walking Into Clarksdale,Page & Plant
Walking Into Clarksdale,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",318511,10396315,0.99,Rock,Walking Into Clarksdale,Page & Plant
Burning Up,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",321619,10525136,0.99,Rock,Walking Into Clarksdale,Page & Plant
When I Was A Child,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",345626,11249456,0.99,Rock,Walking Into Clarksdale,Page & Plant
House Of Love,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",335699,10990880,0.99,Rock,Walking Into Clarksdale,Page & Plant
Sons Of Freedom,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",246465,8087944,0.99,Rock,Walking Into Clarksdale,Page & Plant
United Colours,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",330266,10939131,0.99,Soundtrack,Original Soundtracks 1,Passengers
Slug,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",281469,9295950,0.99,Soundtrack,Original Soundtracks 1,Passengers
Your Blue Room,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",328228,10867860,0.99,Soundtrack,Original Soundtracks 1,Passengers
Always Forever Now,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",383764,12727928,0.99,Soundtrack,Original Soundtracks 1,Passengers
A Different Kind Of Blue,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",120816,3884133,0.99,Soundtrack,Original Soundtracks 1,Passengers
Beach Sequence,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",212297,6928259,0.99,Soundtrack,Original Soundtracks 1,Passengers
Miss Sarajevo,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",340767,11064884,0.99,Soundtrack,Original Soundtracks 1,Passengers
Ito Okashi,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",205087,6572813,0.99,Soundtrack,Original Soundtracks 1,Passengers
One Minute Warning,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",279693,9335453,0.99,Soundtrack,Original Soundtracks 1,Passengers
Corpse (These Chains Are Way Too Long),"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",214909,6920451,0.99,Soundtrack,Original Soundtracks 1,Passengers
Elvis Ate America,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",180166,5851053,0.99,Soundtrack,Original Soundtracks 1,Passengers
Plot 180,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",221596,7253729,0.99,Soundtrack,Original Soundtracks 1,Passengers
Theme From The Swan,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",203911,6638076,0.99,Soundtrack,Original Soundtracks 1,Passengers
Theme From Let's Go Native,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",186723,6179777,0.99,Soundtrack,Original Soundtracks 1,Passengers
Wrathchild,Steve Harris,170396,5499390,0.99,Rock,The Beast Live,Paul D'Ianno
Killers,Paul Di'Anno/Steve Harris,309995,10009697,0.99,Rock,The Beast Live,Paul D'Ianno
Prowler,Steve Harris,240274,7782963,0.99,Rock,The Beast Live,Paul D'Ianno
Murders In The Rue Morgue,Steve Harris,258638,8360999,0.99,Rock,The Beast Live,Paul D'Ianno
Women In Uniform,Greg Macainsh,189936,6139651,0.99,Rock,The Beast Live,Paul D'Ianno
Remember Tomorrow,Paul Di'Anno/Steve Harris,326426,10577976,0.99,Rock,The Beast Live,Paul D'Ianno
Sanctuary,David Murray/Paul Di'Anno/Steve Harris,198844,6423543,0.99,Rock,The Beast Live,Paul D'Ianno
